char1,char2,char3,freq
w,b,c,353140
k,i,y,353105
c,w,i,353018
z,o,u,352174
b,b,b,352057
m,s,l,352003
c,p,e,351783
u,i,j,351620
a,h,h,351230
c,u,j,350700
y,u,h,350518
l,z,m,349781
k,k,h,349555
x,l,y,349351
x,p,s,349210
w,b,y,348544
p,m,n,348527
k,h,w,347598
u,p,j,346355
p,j,o,346355
p,b,l,345761
i,e,a,345703
g,f,p,345235
f,g,r,345193
t,d,n,344371
r,d,k,344335
l,i,y,344290
d,p,p,343728
a,m,z,343651
f,a,f,343386
z,v,i,342907
d,s,d,342239
u,o,x,341115
h,p,s,340995
c,t,v,340860
e,b,h,340566
t,j,o,340174
n,t,j,340174
l,g,h,340121
a,l,q,340005
h,l,s,340001
c,d,f,339855
p,k,c,338436
y,s,v,337902
j,n,o,337827
c,s,d,337652
i,p,x,337114
f,s,s,336747
i,i,o,336732
c,m,n,336661
x,y,c,336426
b,p,h,335860
p,f,o,335569
r,y,x,335533
e,e,q,335390
d,b,s,335062
v,h,i,334997
r,y,u,334995
x,c,v,334890
d,c,i,334653
p,n,s,333921
w,e,u,333709
s,k,b,333294
i,q,s,333011
r,f,m,332722
d,f,s,332396
k,j,e,331688
g,z,i,331202
h,p,o,330936
k,k,u,330686
z,s,i,330683
v,a,v,330572
o,m,d,330102
s,k,j,330056
k,j,o,330056
i,g,c,329853
g,p,m,329655
y,l,h,329388
y,f,e,329344
c,y,x,329236
c,b,o,329059
k,w,r,329009
z,n,s,327845
l,y,k,327350
n,l,d,326930
c,v,e,326889
f,e,h,325504
g,u,h,324664
c,n,t,324324
e,w,k,324090
m,l,s,323969
c,f,m,323907
f,c,r,323664
w,m,d,323612
e,m,d,323517
o,z,s,323382
b,r,n,323218
y,j,a,322830
p,y,j,322830
m,k,h,322346
h,f,r,322005
t,p,n,321272
w,a,j,320025
t,c,m,319842
t,m,p,319715
m,f,n,319675
c,c,k,319259
v,i,h,319213
e,b,m,318938
y,u,d,317918
m,h,s,317856
s,v,p,317358
f,d,m,316976
r,s,g,316842
c,d,p,316735
x,o,i,315991
k,y,p,315580
m,p,p,315566
n,k,j,315536
b,g,o,315253
u,g,r,314278
s,d,f,314192
w,w,f,313986
r,f,p,313198
x,r,d,312333
k,y,n,312035
z,e,v,311942
u,m,h,311915
x,f,a,311833
c,p,b,311466
s,b,c,309551
n,u,z,309535
b,j,a,309456
i,j,d,308865
f,d,p,308497
m,h,d,308251
m,d,l,308011
p,d,m,307851
k,r,t,307518
c,n,o,307470
j,d,b,307337
i,z,d,307249
a,e,i,306973
f,i,p,306950
n,l,m,306554
h,i,y,306352
p,c,l,306303
r,f,t,306214
t,f,s,305759
s,b,s,305240
c,z,i,305011
w,u,t,304889
k,g,o,304038
n,k,g,304038
a,g,f,303360
n,p,d,302608
b,y,d,302583
b,g,p,301418
t,m,j,300696
h,r,p,300569
u,g,w,300189
c,g,m,300139
v,a,q,299808
f,l,s,299584
u,v,u,299418
r,v,n,299212
o,p,j,299019
p,j,e,299019
m,r,t,298568
e,k,g,298528
l,c,c,298391
w,l,r,298304
c,f,u,298054
p,b,x,297442
r,v,s,297011
p,s,g,296751
z,e,w,296662
x,u,n,296370
a,j,m,296321
s,n,d,295458
c,f,o,295377
d,w,t,295377
i,h,c,295189
c,c,m,295093
o,r,j,294599
u,t,v,294440
n,p,n,294040
f,i,u,293937
c,l,v,293877
b,p,m,293626
n,y,u,293472
p,d,c,293408
o,p,g,293179
d,y,b,292955
l,t,n,292534
x,y,a,292289
r,c,c,292209
y,s,w,292130
z,a,f,291948
x,o,u,291731
s,c,t,291392
e,o,h,291338
l,z,i,291083
k,k,o,290612
t,c,c,289908
l,p,g,289852
p,m,t,289425
y,d,b,288752
y,h,a,288589
l,c,k,288531
v,c,s,288352
e,y,p,288237
w,f,p,287943
h,h,i,287937
w,l,d,287793
s,l,r,287630
j,i,u,286361
o,i,p,285701
a,p,f,285342
z,n,o,285158
u,h,o,285131
v,o,p,284955
d,r,c,284899
u,y,n,284647
c,w,a,284471
v,m,s,284224
h,k,a,283727
h,d,t,283711
l,m,q,283678
e,b,k,283670
b,k,n,283670
y,l,b,283177
i,k,y,283052
q,c,d,282526
h,l,g,282408
p,v,a,282042
h,u,v,281864
l,l,v,281767
d,r,z,281584
z,e,j,281584
h,y,k,280847
u,d,m,280816
a,a,u,280740
z,e,f,280516
v,g,a,279315
p,y,w,278902
f,p,r,278752
u,k,l,278726
f,m,r,278411
c,d,t,277916
q,u,t,277799
l,p,w,276980
e,s,g,276739
i,i,d,276646
c,t,c,276620
z,k,r,276574
m,v,p,276116
a,z,h,276095
i,g,d,276037
h,l,t,275884
w,c,r,275849
t,p,s,275530
y,z,s,275431
z,s,t,275431
o,f,y,275428
p,e,h,275394
p,r,t,275339
x,e,u,275263
r,c,q,274940
p,i,i,274849
x,m,o,274421
e,x,m,274421
v,l,d,273890
p,n,a,273738
h,p,r,273453
q,n,s,272660
f,d,d,272321
n,l,s,272293
n,c,n,272240
u,p,m,272211
e,u,a,272008
b,o,j,271753
x,h,t,271532
h,d,y,271283
e,c,f,271168
h,h,a,270913
b,t,h,270370
f,h,y,269459
a,a,i,269458
t,y,x,269420
t,r,c,269155
e,q,q,269154
s,c,p,268844
s,c,n,268256
u,z,h,268049
b,m,j,267796
c,l,l,266962
h,l,m,266877
f,m,c,266828
d,r,v,266678
y,o,z,266665
t,o,j,266598
v,n,i,266419
f,l,n,266257
f,s,l,266222
s,l,n,266222
v,s,s,266038
c,g,s,265729
p,l,p,265576
a,a,h,265344
j,a,j,265247
d,l,s,265171
d,n,p,265040
f,r,p,264873
s,p,x,264382
a,q,s,264222
x,e,y,263999
j,f,e,263665
h,b,c,263664
m,f,c,263615
d,d,c,263195
d,l,p,262973
g,b,u,262895
t,t,t,262831
k,k,n,262687
c,k,k,262687
f,w,h,262022
w,h,m,262022
o,e,g,261851
v,y,s,260917
k,c,r,260508
a,e,e,260326
x,s,e,259165
p,g,s,259029
n,l,f,258559
z,i,f,257944
q,l,d,257878
l,t,t,257212
c,l,t,257151
z,t,s,256966
q,s,a,256676
a,b,p,256538
c,v,p,256200
s,m,p,256199
b,g,l,255693
b,h,p,255359
t,f,p,255233
d,c,t,255179
c,p,g,255163
h,s,w,255022
m,g,h,254960
z,a,j,254637
i,d,j,254605
l,r,c,254160
y,s,d,254091
u,h,i,253853
a,u,w,253784
f,p,c,253482
q,o,l,253272
p,l,r,252976
k,i,u,252797
z,b,i,252077
c,f,d,251971
b,m,c,251545
m,f,s,250926
h,b,h,250528
b,h,b,250528
y,x,e,250459
g,j,i,250393
n,g,j,250393
j,i,r,250286
a,l,x,249782
e,t,v,249679
i,c,q,249636
w,c,c,248198
f,a,p,248029
t,l,l,248019
m,h,i,247427
i,m,d,247225
d,s,r,247126
d,n,b,245739
d,v,t,245706
d,n,r,245668
c,a,z,244815
w,n,a,244800
t,l,n,244757
s,p,m,244160
g,i,k,243905
p,r,d,243865
a,q,a,243712
q,a,b,243712
w,o,j,243328
u,a,u,243262
k,g,a,243256
p,d,g,243150
d,g,f,243150
f,s,m,242482
u,f,b,242448
h,c,c,242333
x,i,k,241632
l,p,c,241555
v,o,z,241514
p,p,c,241410
m,u,a,241157
o,w,g,241087
l,h,y,241037
d,m,z,240846
p,c,e,240741
r,h,s,240699
m,t,b,240398
t,y,g,240319
p,h,c,240124
r,h,w,239913
o,x,w,239888
x,w,o,239888
b,c,p,239871
k,p,d,239620
g,m,l,239141
s,g,m,239141
p,o,q,238892
x,y,m,238389
t,l,u,238206
v,b,s,237728
i,g,v,236453
w,h,u,236213
x,m,i,236093
a,j,c,235434
t,r,w,235150
m,r,u,235084
r,t,p,235067
g,s,k,234576
d,t,c,234086
o,e,e,233696
s,w,r,233312
o,e,p,233168
p,v,d,233056
o,p,n,232632
j,p,l,232456
z,a,y,232153
f,d,n,232064
w,t,p,231784
b,u,a,231768
g,n,g,231399
b,y,h,230860
p,k,u,230714
d,h,h,230685
v,n,e,230407
l,m,b,230405
l,c,m,230393
u,h,m,230372
p,l,d,230280
h,c,n,229793
c,v,a,229414
t,y,w,229238
c,d,d,229041
w,t,u,228946
e,j,m,228492
m,t,f,228420
c,m,m,228217
c,t,w,228098
y,a,i,227003
c,g,h,226073
v,u,d,225946
m,f,g,225811
a,v,p,225417
a,b,k,225036
w,u,m,224733
b,r,s,224719
w,d,m,224064
g,m,c,223794
d,z,i,223779
p,r,n,223591
r,u,u,223562
s,i,w,223394
p,n,c,223296
c,x,i,223238
p,g,o,223231
y,a,a,223207
v,a,o,223110
f,d,g,222982
p,t,p,222969
r,l,l,222453
x,u,e,222342
s,l,p,222169
t,w,y,221849
y,u,z,221832
o,y,u,221832
f,y,f,221276
i,u,g,220912
y,e,c,220849
n,m,s,220764
m,m,f,220702
g,n,l,220052
d,a,j,219984
h,s,b,219756
b,m,t,219537
r,l,v,219534
p,g,p,219497
k,b,y,219485
l,b,m,219146
f,t,t,217878
n,r,r,217812
n,p,p,217640
f,p,g,217380
c,r,h,217077
s,d,y,216929
m,d,u,216740
e,o,y,216733
s,d,h,216330
g,b,s,216242
t,j,e,215817
e,t,j,215817
u,d,v,215757
g,o,h,215429
e,z,b,214998
z,b,o,214998
j,a,a,214877
o,u,y,214846
m,t,c,214605
n,c,p,214511
s,l,s,214336
g,v,h,214179
p,r,z,214146
s,v,c,214038
h,t,p,213881
o,g,f,213693
c,f,p,213621
w,d,h,213557
o,f,c,213490
t,w,p,213457
l,h,r,213436
t,x,t,213129
w,m,s,213051
d,d,d,212927
z,s,a,212921
i,z,s,212921
e,f,n,212739
r,z,k,212547
m,n,r,212294
y,o,a,211791
w,n,m,211547
c,g,l,211529
t,g,l,211529
p,s,r,211486
z,g,i,211334
v,c,c,211048
x,y,h,210980
a,i,y,210901
t,m,v,210895
f,g,f,210885
z,m,i,210689
n,u,h,210631
a,f,h,210282
f,m,d,210126
s,v,s,209902
v,s,t,209902
q,t,l,209902
n,l,p,209893
d,m,f,209592
h,l,v,209351
e,l,j,208966
u,g,c,208740
y,i,p,208559
r,g,v,208198
i,x,b,208189
x,b,y,208189
m,b,t,208167
b,z,h,208154
o,b,z,208154
p,m,c,208056
d,a,x,207852
g,d,u,207663
b,s,s,207661
b,p,e,207498
a,z,n,207338
i,d,h,207253
t,f,t,207123
y,i,c,207081
i,t,p,206784
l,t,c,206520
m,l,c,206425
d,t,t,206332
y,l,d,206153
i,v,s,206136
a,p,j,206123
g,c,m,205830
r,p,g,205803
s,z,i,205133
w,a,e,205123
m,t,t,204979
h,c,f,204730
i,v,c,204034
m,q,u,203434
p,u,k,203150
o,o,x,203091
f,b,e,202902
f,f,b,202902
s,d,k,202834
d,c,f,202802
h,r,c,202559
p,b,g,202352
b,g,c,202352
j,d,s,202175
u,a,f,202116
t,j,i,202015
c,s,l,201784
n,j,y,201711
m,v,a,201606
n,x,e,201406
s,q,r,201357
c,m,t,201345
i,t,j,200860
t,j,a,200860
j,n,d,200537
g,s,s,200490
i,x,f,200376
i,z,c,200181
r,z,s,199895
i,f,k,199887
f,k,i,199887
w,o,y,199826
d,o,j,199754
p,w,m,199720
d,c,m,199704
t,c,s,199575
a,x,c,199563
l,n,w,199406
m,z,a,199033
f,u,a,198561
n,m,y,198493
m,v,s,198436
r,p,f,198314
s,k,m,198179
o,x,g,198087
x,g,l,198087
t,b,t,197675
v,s,n,196915
g,p,r,196770
c,f,i,196709
a,q,f,196684
w,a,q,196684
v,s,d,196386
l,c,p,196064
p,g,e,196024
m,t,g,195886
l,m,w,195820
h,j,a,195243
s,v,m,195152
s,c,d,194848
n,g,q,194309
g,q,i,194309
b,m,r,194233
v,c,o,193836
p,f,f,193801
z,i,v,193483
r,d,j,193280
g,y,b,193226
k,m,i,192999
v,i,y,192698
e,e,y,192520
m,d,c,192389
m,l,p,192328
d,y,t,192096
w,b,s,191913
p,d,u,191844
g,m,d,191731
a,h,v,191635
w,w,o,191572
o,w,w,191572
c,m,y,191535
l,t,b,191451
s,r,m,191357
b,h,c,191284
s,r,t,191167
o,m,h,190302
t,n,y,189894
y,n,s,189735
k,n,t,189544
u,s,w,189542
s,g,b,189127
g,p,c,188912
p,c,k,188843
c,m,r,188440
p,r,f,188394
p,v,p,187981
k,s,r,187950
r,g,t,187014
c,l,p,186958
r,l,c,186625
t,l,t,186501
v,m,a,186471
g,n,n,186330
s,p,q,185964
k,l,m,185878
p,b,c,185622
n,r,m,185236
h,g,h,185110
d,h,t,184880
l,j,e,184692
s,p,t,184686
o,i,z,184400
k,k,k,184092
a,v,c,184060
e,h,s,184043
s,m,b,183794
f,l,r,183711
s,t,k,183686
t,k,n,183686
r,z,f,183650
u,o,h,183582
x,a,z,183232
e,c,p,183039
j,n,r,182989
g,b,t,182931
l,g,b,182931
o,m,g,182654
p,m,i,182406
z,d,i,181860
s,r,p,181542
u,o,a,181517
b,s,d,181135
e,m,r,181131
m,b,m,180886
m,q,v,180552
q,v,i,180552
s,s,d,180425
n,r,w,180317
s,l,c,180278
n,k,u,180201
f,k,o,180181
e,f,k,180181
d,w,h,180151
c,v,c,180131
a,b,g,180112
x,s,a,179983
z,e,y,179659
n,d,z,179659
o,b,c,179592
s,n,s,179563
h,t,d,179512
d,p,m,179339
y,o,h,179255
w,t,r,179244
c,p,k,179225
a,x,f,179224
x,f,i,179224
v,r,m,178988
d,l,r,178893
x,s,w,178644
p,p,g,178157
a,v,m,178069
k,s,v,178059
x,r,a,177773
h,m,c,177182
b,n,p,177171
r,t,d,176896
t,y,d,176700
b,f,u,176657
o,b,f,176657
p,d,t,176633
l,m,c,176566
n,h,k,176425
l,t,v,175832
t,d,c,175766
u,u,t,175472
c,f,e,175009
b,p,p,174853
d,m,c,174798
e,u,h,173927
l,r,r,173423
b,u,j,173398
y,s,g,173330
j,m,s,173307
k,h,p,173253
z,r,e,173109
m,t,x,173107
c,t,p,172958
s,d,c,172641
p,k,k,172635
f,w,e,172562
e,f,w,172562
j,b,l,172549
v,f,r,172247
t,d,d,171977
i,a,j,171967
t,p,d,171951
t,z,f,171945
m,k,s,171805
p,u,h,171422
l,f,v,171411
f,v,e,171411
w,c,t,171388
h,c,t,170263
c,t,d,170255
a,c,z,170001
g,k,a,169931
i,z,h,169409
j,e,g,169369
b,s,q,169254
l,m,g,169100
c,n,d,168804
m,m,w,168755
m,w,r,168755
c,r,l,168717
k,p,c,168302
k,v,p,167981
u,v,b,166831
i,h,s,166809
g,i,y,166307
b,y,b,166061
y,b,l,166061
d,b,h,166040
n,c,b,165998
o,s,r,165997
k,s,z,165621
t,l,b,165499
q,a,z,165459
j,i,f,165458
p,d,b,165071
r,l,r,165067
o,f,d,165046
z,t,l,165032
s,z,k,164998
f,b,s,164707
e,p,z,164684
n,p,y,164601
q,e,d,164512
t,h,z,164433
r,t,v,164326
a,m,v,164320
n,m,u,163975
i,i,j,163785
i,z,y,163774
d,n,c,163212
m,f,y,163209
p,p,f,163183
p,c,v,163085
e,a,y,162702
a,o,a,162620
s,w,f,162246
s,b,p,162230
c,w,m,161225
k,c,h,161173
u,k,c,161173
u,l,q,160622
l,f,b,160587
g,s,f,160430
u,o,p,159890
u,j,j,159836
j,j,a,159836
g,c,o,159551
t,k,o,159483
t,s,l,159063
i,q,h,159060
d,i,y,158945
t,b,c,158909
w,u,s,158861
m,g,s,158818
e,o,q,158646
d,r,m,158559
t,k,r,158392
r,z,u,158068
j,k,o,158047
a,j,k,158047
y,p,d,157703
t,m,d,157702
m,t,m,157670
t,p,m,157605
v,h,e,157486
c,l,b,157484
x,a,f,157482
b,n,f,156985
f,l,l,156680
a,v,f,156487
p,y,k,156449
h,h,h,156433
o,z,u,156431
f,y,n,156407
c,w,s,155998
t,s,r,155745
m,d,p,155586
s,r,d,155548
m,v,d,155226
d,b,p,155214
p,v,s,155040
o,x,p,154761
o,h,t,154377
s,v,d,154018
e,i,y,154011
f,o,f,153822
h,d,p,153766
f,c,i,153760
s,o,q,153725
b,d,s,153722
d,l,n,153554
l,r,s,153484
x,o,k,153477
f,p,m,153472
q,i,u,153349
q,t,y,153085
c,u,k,153037
u,c,d,152948
x,b,o,152431
g,l,s,152177
b,k,s,152144
t,u,h,152038
v,e,v,152021
x,v,m,151769
p,w,s,151675
s,r,l,151562
a,o,b,151537
y,x,o,151526
j,c,p,151282
i,b,p,151132
z,i,k,151112
h,t,b,151094
n,y,v,151030
l,h,c,150918
c,f,l,150758
i,b,c,150613
t,b,p,150487
n,a,q,150110
g,n,b,150045
m,t,u,150044
x,e,w,149920
m,g,d,149795
v,o,j,149495
o,j,v,149495
j,v,o,149495
m,k,a,149328
k,s,y,149254
i,u,p,148939
m,t,n,148876
r,y,y,148728
i,a,q,148718
s,p,g,148678
t,n,g,148614
v,d,t,148560
l,n,v,148550
d,m,d,148463
b,w,o,148375
e,h,d,148346
k,x,p,148265
r,k,x,148265
a,h,p,148219
u,a,x,148202
i,v,l,148176
l,t,g,147958
m,v,c,147930
e,s,j,147907
s,j,a,147907
d,m,t,147769
f,u,o,147640
o,o,u,147608
d,m,l,147548
p,r,m,147378
r,b,f,147359
e,u,y,147338
x,v,n,147311
d,p,c,147096
v,d,c,147087
f,l,c,147027
p,r,b,146922
h,t,v,146747
p,m,r,146590
t,p,p,146466
j,p,s,146227
x,t,v,146064
v,h,p,145462
i,i,p,145268
l,s,f,145117
e,c,n,145003
m,s,r,144957
m,l,t,144930
a,z,c,144823
c,n,v,144774
j,v,m,144759
n,l,c,144755
g,c,a,144644
m,z,i,144618
z,a,z,144575
g,b,m,144539
i,j,p,144516
j,p,h,144516
m,t,i,144140
u,x,m,143995
n,d,j,143888
i,w,c,143743
e,v,c,143479
t,p,c,143459
f,f,f,143343
i,m,g,143094
m,d,m,142906
v,o,a,142686
s,l,d,142632
v,s,a,142563
d,d,p,142544
p,f,s,142303
v,p,s,142261
c,c,b,142214
t,c,t,142141
h,z,e,142051
c,h,z,142051
b,d,c,142014
u,o,g,141924
s,r,b,141824
v,m,i,141804
p,d,l,141762
o,y,g,141706
t,r,t,141659
m,l,f,141601
s,w,d,141590
n,s,r,141452
t,t,c,141275
j,m,p,141242
d,j,s,141128
d,p,t,141090
k,y,m,140738
y,m,l,140738
b,c,m,140426
l,g,t,140421
p,c,d,140275
h,d,c,140123
h,g,e,140059
y,r,m,139872
c,l,k,139811
c,b,l,139794
w,g,l,139642
g,y,u,139624
i,z,n,139599
k,b,s,139544
d,z,o,139524
p,p,v,139511
o,p,b,139318
m,l,d,139288
z,r,u,139224
i,u,k,138850
h,r,r,138817
v,v,i,138802
n,y,n,138497
t,r,d,138483
r,d,g,138483
g,b,l,138166
c,w,c,138081
p,z,t,138008
h,u,z,137962
j,t,s,137685
v,t,r,137680
v,w,f,137662
c,b,p,137578
h,w,n,137376
p,m,g,137370
k,p,m,137370
t,l,x,137330
s,w,b,137279
v,d,d,137222
i,o,q,137185
h,a,x,137119
u,u,c,137073
u,c,p,137073
b,y,u,137066
p,r,g,136957
g,r,t,136689
d,s,n,136625
m,d,b,136436
f,h,r,136433
g,c,e,136427
c,m,b,135952
i,o,j,135897
c,g,y,135814
f,n,i,135698
u,o,c,135689
d,v,b,135614
p,f,p,135490
m,u,x,135364
i,v,p,135225
s,w,s,135156
j,k,e,135096
p,f,d,135088
p,l,m,134948
d,p,g,134772
v,d,i,134726
a,x,u,134635
s,w,p,134616
d,a,a,134600
m,s,v,134443
y,s,y,134324
t,u,z,134186
z,j,a,134157
t,z,j,134157
p,t,w,134122
c,b,n,133971
f,p,l,133860
n,u,y,133636
u,y,b,133538
q,a,m,133489
s,n,f,133352
a,z,s,133345
l,m,p,133288
w,r,s,133050
i,i,m,132894
w,b,i,132795
i,j,r,132751
e,v,v,132725
v,v,e,132725
i,j,l,132596
w,i,h,132542
d,m,k,132451
i,h,t,132373
n,n,n,132339
b,j,t,132339
k,s,n,132334
g,w,u,132306
l,g,w,132306
t,c,f,132301
w,h,s,132164
y,l,g,132128
l,g,l,132128
e,a,i,132112
j,j,i,131971
c,j,d,131963
h,n,d,131924
i,v,t,131890
h,c,s,131835
v,c,e,131647
i,v,b,131646
c,o,j,131546
j,c,a,131520
n,r,l,131328
p,v,r,131312
d,f,g,131201
z,s,e,130815
p,m,p,130472
z,t,a,130465
i,z,t,130465
x,i,p,130428
h,p,c,130199
d,h,v,130188
f,y,c,130110
w,i,u,130054
j,t,y,130037
o,j,t,130037
e,m,w,129817
j,y,o,129772
b,n,c,129765
n,h,w,129761
t,f,c,129702
x,l,l,129574
k,a,x,129508
f,w,s,129416
u,j,r,129412
q,i,g,129409
p,w,d,129375
l,f,k,129290
f,k,n,129290
d,p,n,129276
q,a,n,129092
k,i,g,128937
e,b,c,128816
e,a,a,128420
b,y,x,128394
g,l,p,128376
a,j,f,128367
c,b,u,128230
g,n,d,128155
i,j,t,128039
j,t,i,128039
b,s,k,128012
o,y,k,127986
i,e,o,127923
k,p,r,127797
a,e,w,127663
d,h,l,127623
z,o,c,127615
c,r,d,127555
j,u,j,127484
z,k,y,127475
m,r,l,127440
p,k,g,127410
s,v,t,127189
n,m,c,127160
m,d,f,127068
f,r,d,126912
t,u,v,126893
f,m,v,126851
d,f,d,126831
w,k,y,126818
j,r,s,126805
o,f,w,126749
e,h,c,126556
w,u,c,126406
n,o,j,126337
t,n,s,126261
a,a,e,126208
f,c,m,126163
s,r,r,126101
r,k,c,125866
o,g,p,125855
l,h,s,125836
x,s,o,125773
v,n,o,125730
h,f,s,125718
b,a,q,125623
e,k,r,125589
h,s,d,125466
v,u,t,125428
r,r,r,125325
o,e,q,125324
b,d,d,125314
p,g,m,125286
f,l,t,125208
l,c,t,125196
t,n,m,125110
u,y,p,125097
n,w,f,124657
v,h,a,124537
y,r,w,124523
c,p,f,124457
z,u,b,124441
a,w,u,124352
n,n,p,124152
p,d,d,124144
j,u,e,124002
s,t,q,123968
w,n,o,123552
c,w,h,123443
n,r,t,123393
y,m,r,123344
n,r,p,123241
t,n,d,123212
a,m,j,123052
d,u,y,122921
u,y,c,122921
w,y,g,122891
i,w,y,122891
r,b,n,122856
d,r,p,122851
m,b,c,122638
r,j,r,122563
a,c,v,122534
p,u,v,122477
d,c,b,122431
r,p,p,122397
h,n,t,122393
o,x,x,122295
o,x,t,121994
x,r,o,121949
e,x,r,121949
g,y,g,121944
y,o,b,121818
p,b,i,121788
g,v,n,121624
p,i,b,121540
n,l,t,121344
b,p,i,121310
f,b,r,121249
t,r,v,121240
o,j,u,121196
u,b,z,121127
b,z,o,121127
g,d,s,121113
c,k,x,121054
i,f,p,120953
k,h,b,120853
r,f,g,120819
c,p,n,120783
v,b,e,120648
i,p,j,120642
p,j,a,120642
x,u,p,120552
h,y,v,120486
z,b,l,120389
y,d,d,120367
d,f,p,120227
u,f,c,120158
f,c,h,120158
e,t,k,120118
h,f,c,120010
s,d,m,120002
j,u,c,119941
l,z,o,119808
y,n,h,119744
s,r,f,119723
n,y,g,119679
b,m,o,119674
o,x,m,119604
f,c,t,119600
d,u,j,119583
w,t,a,119574
s,l,m,119524
p,l,n,119445
l,s,m,119294
w,o,g,119081
t,r,f,119022
u,s,v,118947
b,r,l,118839
w,o,a,118783
c,s,h,118701
t,l,r,118601
g,s,d,118570
d,c,p,118565
n,g,v,118549
g,v,i,118549
h,b,l,118491
v,u,n,118419
j,c,l,118271
m,u,p,118246
h,k,l,118242
s,m,l,118221
d,t,y,118196
l,g,n,118003
m,c,u,117974
u,o,b,117780
t,m,t,117750
n,p,m,117634
w,t,c,117597
s,v,r,117467
t,w,u,117369
d,d,b,117318
c,t,t,117216
r,c,d,117072
h,u,q,117064
n,h,t,117046
n,y,r,117025
e,b,p,116891
b,k,i,116778
b,q,u,116657
u,b,q,116657
g,t,r,116610
b,g,i,116600
m,d,d,116575
n,c,m,116563
v,u,h,116502
y,o,j,116429
v,s,p,116344
i,z,r,116248
b,y,o,116090
n,f,c,115952
m,r,y,115938
a,q,l,115714
j,d,c,115637
w,p,b,115594
m,i,w,115499
j,r,o,115499
f,h,i,115497
o,f,h,115497
q,f,d,115241
n,r,v,115129
t,p,i,115048
v,p,i,115032
e,h,p,114964
m,g,t,114756
s,l,l,114707
j,s,o,114655
m,f,p,114540
j,d,k,114494
v,l,f,114338
t,l,p,114337
z,i,y,114312
b,s,n,114275
b,e,j,114199
q,u,s,114169
c,e,q,114141
t,l,d,114126
w,m,l,114081
w,i,a,114057
t,m,r,114039
u,d,z,114018
d,z,u,114018
k,e,k,113987
e,k,u,113987
w,t,i,113931
i,c,g,113929
n,p,k,113671
p,q,u,113661
m,p,q,113661
p,h,b,113564
c,z,y,113552
z,y,k,113552
j,c,z,113552
m,m,d,113549
j,t,p,113548
u,h,v,113327
j,c,i,113291
o,j,c,113291
f,g,m,113194
s,r,n,113172
u,h,t,113163
d,b,t,113096
j,s,c,113087
o,t,d,112816
y,b,c,112789
o,i,q,112653
q,c,a,112650
b,f,l,112634
d,s,v,112594
z,u,t,112549
g,l,m,112466
r,c,n,112412
x,v,e,112371
g,a,j,112344
p,y,u,112337
r,r,c,112331
v,d,u,112265
f,a,j,112195
k,d,p,112182
b,g,b,112168
c,v,m,112147
z,c,z,112123
s,z,c,112123
f,d,s,112066
m,i,v,111961
v,t,i,111906
g,c,d,111890
f,s,i,111827
b,d,n,111791
d,n,f,111791
a,x,n,111697
c,t,b,111402
v,g,e,111381
e,v,g,111381
z,t,o,111380
y,s,z,111380
z,y,s,111380
k,r,z,111380
a,j,z,111349
j,z,e,111349
e,s,z,111330
p,n,m,111302
v,d,f,111108
t,b,f,111046
p,y,c,111038
m,h,u,110951
r,c,b,110760
x,y,e,110721
p,m,d,110629
u,v,s,110554
p,i,j,110497
f,f,k,110473
d,n,y,110338
i,u,x,110308
f,n,r,110232
r,m,r,110177
e,z,c,110123
l,l,q,110044
p,l,t,110014
p,r,r,109945
r,b,h,109927
x,y,u,109917
m,w,d,109839
r,y,v,109782
w,y,d,109763
p,l,f,109518
t,y,h,109490
d,d,n,109462
f,z,a,109432
a,f,z,109432
o,x,n,109398
x,n,a,109398
e,o,e,109394
w,c,i,109360
s,y,o,109350
j,a,o,109195
q,d,s,109130
x,v,t,109130
s,c,b,109046
x,h,e,109024
i,l,j,108907
l,j,o,108907
u,f,k,108897
f,k,l,108897
t,m,c,108851
e,z,f,108840
z,f,a,108840
a,k,v,108779
m,r,f,108719
p,t,b,108652
b,p,c,108599
g,t,t,108576
t,v,p,108487
v,p,e,108487
e,z,d,108474
q,q,a,108435
a,q,q,108435
q,a,r,108435
s,a,q,108435
z,d,o,108267
b,k,h,108258
e,u,o,108240
j,h,s,108208
c,s,g,107931
x,y,y,107754
t,b,m,107423
d,g,o,107229
w,c,s,107198
i,p,n,107072
h,c,m,106975
d,n,l,106922
n,w,p,106921
m,l,b,106822
d,p,u,106778
w,o,z,106762
j,d,r,106690
d,v,m,106645
l,u,q,106499
f,v,c,106499
q,i,d,106423
c,y,e,106342
f,s,b,106316
h,l,h,106285
r,f,b,106221
f,b,o,106221
c,i,j,106196
c,r,b,106088
f,n,u,105852
q,t,d,105827
c,m,f,105754
r,g,d,105696
n,m,f,105652
t,g,s,105551
g,b,a,105519
d,f,c,105501
y,o,e,105438
m,f,t,105338
a,o,e,105301
d,u,z,105300
s,m,d,105300
p,p,x,105131
n,n,w,105060
c,d,l,105060
z,c,h,105050
t,z,c,105050
k,c,n,104976
s,f,t,104689
h,b,t,104549
i,p,d,104528
q,a,i,104481
r,z,h,104478
q,o,d,104462
c,s,v,104443
a,v,n,104387
q,u,b,104380
g,m,m,104183
u,c,b,104159
g,y,i,104144
f,r,b,104020
j,c,c,103970
h,f,l,103878
v,r,y,103877
h,m,d,103780
t,b,l,103745
c,y,z,103695
v,c,i,103475
y,a,v,103413
